dueDateTime,orderId,customer_id,orderPlacementDate,status,assignee,quantity,item_name,unit_price,days_until_due
29-06-2023,A9740226-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A97740554,2023-04-30T21:18:55.183Z,open,,47,Paper Clips,30,28
11-06-2023,A9740226-15357af5-0273-465c-81d2-65777835407e,A97740554,2023-04-30T21:18:55.183Z,open,,35,Multifunction Printer,110,10
08-07-2023,A9740226-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A97740554,2023-04-30T21:18:55.183Z,open,,41,Stapler,60,37
12-06-2023,A9740226-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A97740554,2023-04-30T21:18:55.183Z,open,,38,Office Desk,40,11
09-07-2023,A9740226-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A97740554,2023-04-30T21:18:55.183Z,open,,46,Printer,80,38
16-06-2023,A58507874-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,19,Printer,80,15
06-06-2023,A58507874-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,47,Paper Clips,30,5
10-07-2023,A58507874-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,45,File Folders,70,39
28-06-2023,A58507874-fd748d48-699d-4032-848a-e5a710e638df,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,21,Paper Shredder,100,27
23-07-2023,A58507874-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,47,Office Desk,40,52
29-06-2023,A58507874-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,30,A4 Paper,20,28
29-06-2023,A58507874-42d95fcf-a611-4f97-ba88-20e651645b96,A71882351,2023-05-06T00:10:37.065Z,assigned,Alfredo Bins,29,Office Chair,50,28
23-06-2023,A55577662-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71882351,2023-06-02T07:05:52.703Z,open,,57,A4 Paper,20,22
27-07-2023,A55577662-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71882351,2023-06-02T07:05:52.703Z,open,,38,Office Desk,40,56
17-07-2023,A6406257-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71882351,2023-05-11T01:50:19.770Z,assigned,Erick Quigley,44,Office Desk,40,46
27-07-2023,A6406257-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71882351,2023-05-11T01:50:19.770Z,assigned,Erick Quigley,45,Paper Clips,30,56
18-07-2023,A6406257-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A71882351,2023-05-11T01:50:19.770Z,assigned,Erick Quigley,36,"30"" Monitor",90,47
01-07-2023,A81719282-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A71882351,2023-06-14T14:17:07.211Z,open,,42,Stapler,60,30
20-06-2023,A81719282-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71882351,2023-06-14T14:17:07.211Z,open,,58,Office Desk,40,19
27-07-2023,A81719282-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71882351,2023-06-14T14:17:07.211Z,open,,33,Paper Clips,30,56
02-07-2023,A81719282-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A71882351,2023-06-14T14:17:07.211Z,open,,18,Printer,80,31
30-07-2023,A81719282-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71882351,2023-06-14T14:17:07.211Z,open,,22,A4 Paper,20,59
05-06-2023,A63900010-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A71882351,2023-04-24T07:54:50.654Z,assigned,Taylor Hilll,38,Printer,80,4
22-07-2023,A63900010-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A71882351,2023-04-24T07:54:50.654Z,assigned,Taylor Hilll,29,Office Desk,40,51
01-06-2023,A96579351-15357af5-0273-465c-81d2-65777835407e,A71882351,2023-05-08T06:06:21.520Z,open,,37,Multifunction Printer,110,0
18-07-2023,A96579351-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A71882351,2023-05-08T06:06:21.520Z,open,,60,File Folders,70,47
11-06-2023,A96579351-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A71882351,2023-05-08T06:06:21.520Z,open,,12,Stapler,60,10
07-07-2023,A65231780-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A71882351,2023-05-22T13:20:39.672Z,assigned,Erick Quigley,14,File Folders,70,36
22-07-2023,A65231780-42d95fcf-a611-4f97-ba88-20e651645b96,A71882351,2023-05-22T13:20:39.672Z,assigned,Erick Quigley,13,Office Chair,50,51
10-06-2023,A65231780-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71882351,2023-05-22T13:20:39.672Z,assigned,Erick Quigley,19,Paper Clips,30,9
08-07-2023,A65231780-fd748d48-699d-4032-848a-e5a710e638df,A71882351,2023-05-22T13:20:39.672Z,assigned,Erick Quigley,40,Paper Shredder,100,37
26-07-2023,A65231780-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A71882351,2023-05-22T13:20:39.672Z,assigned,Erick Quigley,59,Stapler,60,55
30-07-2023,A37485118-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A71882351,2023-05-26T13:37:34.866Z,open,,45,Paper Clips,30,59
01-06-2023,A37485118-15357af5-0273-465c-81d2-65777835407e,A71882351,2023-05-26T13:37:34.866Z,open,,42,Multifunction Printer,110,0
12-07-2023,A37485118-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A71882351,2023-05-26T13:37:34.866Z,open,,21,A4 Paper,20,41
14-06-2023,A40040874-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16929361,2023-06-13T16:02:25.168Z,assigned,Laverne Koss,8,File Folders,70,13
02-07-2023,A40040874-42d95fcf-a611-4f97-ba88-20e651645b96,A16929361,2023-06-13T16:02:25.168Z,assigned,Laverne Koss,21,Office Chair,50,31
05-06-2023,A40040874-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A16929361,2023-06-13T16:02:25.168Z,assigned,Laverne Koss,39,"30"" Monitor",90,4
02-07-2023,A59155304-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16929361,2023-05-15T08:32:19.415Z,closed,Taylor Hilll,22,Printer,80,31
01-06-2023,A39855354-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A16929361,2023-05-31T14:31:08.414Z,closed,Gail Weber,15,"30"" Monitor",90,0
22-07-2023,A37969534-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A16929361,2023-05-28T18:00:14.724Z,open,,11,Office Desk,40,51
30-06-2023,A37969534-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A16929361,2023-05-28T18:00:14.724Z,open,,26,A4 Paper,20,29
18-07-2023,A37969534-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A16929361,2023-05-28T18:00:14.724Z,open,,31,File Folders,70,47
08-06-2023,A37969534-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A16929361,2023-05-28T18:00:14.724Z,open,,21,"30"" Monitor",90,7
25-07-2023,A37969534-fd748d48-699d-4032-848a-e5a710e638df,A16929361,2023-05-28T18:00:14.724Z,open,,30,Paper Shredder,100,54
17-07-2023,A37969534-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A16929361,2023-05-28T18:00:14.724Z,open,,10,Paper Clips,30,46
16-07-2023,A37969534-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16929361,2023-05-28T18:00:14.724Z,open,,21,Printer,80,45
25-07-2023,A91028836-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A16929361,2023-05-19T02:32:49.526Z,assigned,Erick Quigley,12,Printer,80,54
08-07-2023,A84048462-42d95fcf-a611-4f97-ba88-20e651645b96,A50201061,2023-05-14T09:27:52.428Z,open,,18,Office Chair,50,37
16-07-2023,A84048462-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A50201061,2023-05-14T09:27:52.428Z,open,,15,Stapler,60,45
05-06-2023,A84048462-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A50201061,2023-05-14T09:27:52.428Z,open,,10,Office Desk,40,4
27-06-2023,A84048462-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A50201061,2023-05-14T09:27:52.428Z,open,,33,"30"" Monitor",90,26
21-06-2023,A84048462-fd748d48-699d-4032-848a-e5a710e638df,A50201061,2023-05-14T09:27:52.428Z,open,,40,Paper Shredder,100,20
09-07-2023,A84048462-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A50201061,2023-05-14T09:27:52.428Z,open,,31,A4 Paper,20,38
01-06-2023,A84048462-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A50201061,2023-05-14T09:27:52.428Z,open,,29,Printer,80,0
24-07-2023,A84048462-15357af5-0273-465c-81d2-65777835407e,A50201061,2023-05-14T09:27:52.428Z,open,,52,Multifunction Printer,110,53
13-06-2023,A94788644-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A70646199,2023-06-13T00:19:28.894Z,open,,26,Stapler,60,12
22-06-2023,A94788644-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A70646199,2023-06-13T00:19:28.894Z,open,,44,"30"" Monitor",90,21
01-06-2023,A94788644-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A70646199,2023-06-13T00:19:28.894Z,open,,12,Printer,80,0
24-07-2023,A94788644-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A70646199,2023-06-13T00:19:28.894Z,open,,31,A4 Paper,20,53
25-06-2023,A94788644-fd748d48-699d-4032-848a-e5a710e638df,A70646199,2023-06-13T00:19:28.894Z,open,,11,Paper Shredder,100,24
09-07-2023,A94788644-42d95fcf-a611-4f97-ba88-20e651645b96,A70646199,2023-06-13T00:19:28.894Z,open,,47,Office Chair,50,38
02-07-2023,A15428874-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A70646199,2023-05-20T10:06:50.317Z,closed,John Dooley,28,A4 Paper,20,31
12-06-2023,A15428874-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A70646199,2023-05-20T10:06:50.317Z,closed,John Dooley,52,Paper Clips,30,11
12-07-2023,A15428874-42d95fcf-a611-4f97-ba88-20e651645b96,A70646199,2023-05-20T10:06:50.317Z,closed,John Dooley,30,Office Chair,50,41
10-07-2023,A15428874-15357af5-0273-465c-81d2-65777835407e,A70646199,2023-05-20T10:06:50.317Z,closed,John Dooley,28,Multifunction Printer,110,39
24-07-2023,A81916086-42d95fcf-a611-4f97-ba88-20e651645b96,A70646199,2023-05-26T22:25:51.855Z,open,,38,Office Chair,50,53
09-06-2023,A81916086-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A70646199,2023-05-26T22:25:51.855Z,open,,9,A4 Paper,20,8
10-06-2023,A81916086-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A70646199,2023-05-26T22:25:51.855Z,open,,19,Paper Clips,30,9
27-07-2023,A81916086-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A70646199,2023-05-26T22:25:51.855Z,open,,59,Printer,80,56
30-06-2023,A81916086-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A70646199,2023-05-26T22:25:51.855Z,open,,60,Office Desk,40,29
09-06-2023,A81916086-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A70646199,2023-05-26T22:25:51.855Z,open,,55,Stapler,60,8
25-06-2023,A56712603-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A70646199,2023-05-18T18:55:34.592Z,assigned,Latoya Gulgowski,49,File Folders,70,24
30-06-2023,A56712603-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A70646199,2023-05-18T18:55:34.592Z,assigned,Latoya Gulgowski,24,Stapler,60,29
10-06-2023,A56712603-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A70646199,2023-05-18T18:55:34.592Z,assigned,Latoya Gulgowski,40,Office Desk,40,9
06-06-2023,A56712603-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A70646199,2023-05-18T18:55:34.592Z,assigned,Latoya Gulgowski,26,"30"" Monitor",90,5
03-07-2023,A54664929-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A41637514,2023-05-20T19:38:39.318Z,assigned,John Dooley,57,Paper Clips,30,32
26-07-2023,A54664929-42d95fcf-a611-4f97-ba88-20e651645b96,A41637514,2023-05-20T19:38:39.318Z,assigned,John Dooley,5,Office Chair,50,55
01-06-2023,A54664929-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A41637514,2023-05-20T19:38:39.318Z,assigned,John Dooley,30,Office Desk,40,0
16-07-2023,A54664929-15357af5-0273-465c-81d2-65777835407e,A41637514,2023-05-20T19:38:39.318Z,assigned,John Dooley,45,Multifunction Printer,110,45
13-07-2023,A37328113-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,53,A4 Paper,20,42
24-06-2023,A37328113-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,31,"30"" Monitor",90,23
16-06-2023,A37328113-15357af5-0273-465c-81d2-65777835407e,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,30,Multifunction Printer,110,15
30-07-2023,A37328113-fd748d48-699d-4032-848a-e5a710e638df,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,21,Paper Shredder,100,59
17-06-2023,A37328113-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,46,Paper Clips,30,16
28-06-2023,A37328113-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,25,Office Desk,40,27
29-06-2023,A37328113-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A41637514,2023-04-29T17:05:35.050Z,closed,Latoya Gulgowski,48,File Folders,70,28
23-06-2023,A7052693-42d95fcf-a611-4f97-ba88-20e651645b96,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,43,Office Chair,50,22
05-06-2023,A7052693-15357af5-0273-465c-81d2-65777835407e,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,44,Multifunction Printer,110,4
17-07-2023,A7052693-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,53,"30"" Monitor",90,46
21-07-2023,A7052693-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,32,Office Desk,40,50
03-07-2023,A7052693-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,22,A4 Paper,20,32
26-07-2023,A7052693-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A41637514,2023-06-04T16:47:47.846Z,assigned,Kristen Mohr,49,File Folders,70,55
11-07-2023,A69938515-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,37,File Folders,70,40
17-06-2023,A69938515-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,41,Stapler,60,16
27-07-2023,A69938515-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,51,A4 Paper,20,56
03-06-2023,A69938515-15357af5-0273-465c-81d2-65777835407e,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,48,Multifunction Printer,110,2
06-07-2023,A69938515-42d95fcf-a611-4f97-ba88-20e651645b96,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,25,Office Chair,50,35
17-06-2023,A69938515-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A41637514,2023-06-01T03:02:07.823Z,closed,Kristen Mohr,46,"30"" Monitor",90,16
20-06-2023,A26605529-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A67649814,2023-05-29T04:59:26.854Z,assigned,Erick Quigley,31,Stapler,60,19
21-07-2023,A26605529-42d95fcf-a611-4f97-ba88-20e651645b96,A67649814,2023-05-29T04:59:26.854Z,assigned,Erick Quigley,7,Office Chair,50,50
11-06-2023,A26605529-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A67649814,2023-05-29T04:59:26.854Z,assigned,Erick Quigley,47,Printer,80,10
29-06-2023,A26605529-fd748d48-699d-4032-848a-e5a710e638df,A67649814,2023-05-29T04:59:26.854Z,assigned,Erick Quigley,13,Paper Shredder,100,28
09-07-2023,A26605529-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A67649814,2023-05-29T04:59:26.854Z,assigned,Erick Quigley,26,Paper Clips,30,38
19-06-2023,A57555378-15357af5-0273-465c-81d2-65777835407e,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,21,Multifunction Printer,110,18
01-07-2023,A57555378-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,13,Printer,80,30
27-06-2023,A57555378-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,36,Paper Clips,30,26
05-06-2023,A57555378-42d95fcf-a611-4f97-ba88-20e651645b96,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,54,Office Chair,50,4
18-06-2023,A57555378-fd748d48-699d-4032-848a-e5a710e638df,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,20,Paper Shredder,100,17
26-07-2023,A57555378-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,11,"30"" Monitor",90,55
23-07-2023,A57555378-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A67649814,2023-06-05T04:31:59.518Z,closed,Gail Weber,44,File Folders,70,52
19-07-2023,A82444445-fd748d48-699d-4032-848a-e5a710e638df,A67649814,2023-06-03T07:07:42.447Z,closed,Taylor Hilll,38,Paper Shredder,100,48
15-07-2023,A82444445-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A67649814,2023-06-03T07:07:42.447Z,closed,Taylor Hilll,15,Paper Clips,30,44
06-07-2023,A23884966-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A3233942,2023-05-01T03:19:44.627Z,assigned,Latoya Gulgowski,31,Paper Clips,30,35
30-07-2023,A75899707-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A3233942,2023-06-23T15:26:54.033Z,assigned,Taylor Hilll,7,A4 Paper,20,59
01-06-2023,A75899707-fd748d48-699d-4032-848a-e5a710e638df,A3233942,2023-06-23T15:26:54.033Z,assigned,Taylor Hilll,8,Paper Shredder,100,0
02-06-2023,A6889314-42d95fcf-a611-4f97-ba88-20e651645b96,A3233942,2023-06-05T08:34:39.147Z,assigned,Lorraine Bahringer,51,Office Chair,50,1
08-06-2023,A46315732-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A3233942,2023-06-04T18:54:02.826Z,closed,Taylor Hilll,38,"30"" Monitor",90,7
26-06-2023,A21651093-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A3233942,2023-05-21T22:09:42.213Z,assigned,John Dooley,6,Office Desk,40,25
04-07-2023,A21651093-e8b47bbe-990b-48a6-a7c6-d15732f85e06,A3233942,2023-05-21T22:09:42.213Z,assigned,John Dooley,36,Printer,80,33
28-06-2023,A21651093-fd748d48-699d-4032-848a-e5a710e638df,A3233942,2023-05-21T22:09:42.213Z,assigned,John Dooley,59,Paper Shredder,100,27
17-07-2023,A73029460-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A51330122,2023-05-24T01:50:24.321Z,closed,Alfredo Bins,20,Office Desk,40,46
14-07-2023,A73029460-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A51330122,2023-05-24T01:50:24.321Z,closed,Alfredo Bins,27,A4 Paper,20,43
11-07-2023,A73029460-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A51330122,2023-05-24T01:50:24.321Z,closed,Alfredo Bins,37,Stapler,60,40
08-06-2023,A73029460-fd748d48-699d-4032-848a-e5a710e638df,A51330122,2023-05-24T01:50:24.321Z,closed,Alfredo Bins,51,Paper Shredder,100,7
03-07-2023,A27234520-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A51330122,2023-05-15T08:06:26.747Z,closed,Erick Quigley,55,A4 Paper,20,32
18-06-2023,A27234520-fd748d48-699d-4032-848a-e5a710e638df,A51330122,2023-05-15T08:06:26.747Z,closed,Erick Quigley,37,Paper Shredder,100,17
20-06-2023,A27234520-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A51330122,2023-05-15T08:06:26.747Z,closed,Erick Quigley,40,Stapler,60,19
30-07-2023,A27234520-42d95fcf-a611-4f97-ba88-20e651645b96,A51330122,2023-05-15T08:06:26.747Z,closed,Erick Quigley,39,Office Chair,50,59
18-07-2023,A16876182-fd748d48-699d-4032-848a-e5a710e638df,A51330122,2023-05-05T14:09:53.704Z,assigned,Latoya Gulgowski,10,Paper Shredder,100,47
16-07-2023,A16876182-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A51330122,2023-05-05T14:09:53.704Z,assigned,Latoya Gulgowski,40,Paper Clips,30,45
03-07-2023,A16876182-42d95fcf-a611-4f97-ba88-20e651645b96,A51330122,2023-05-05T14:09:53.704Z,assigned,Latoya Gulgowski,15,Office Chair,50,32
25-06-2023,A16876182-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A51330122,2023-05-05T14:09:53.704Z,assigned,Latoya Gulgowski,60,"30"" Monitor",90,24
16-06-2023,A16876182-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A51330122,2023-05-05T14:09:53.704Z,assigned,Latoya Gulgowski,56,A4 Paper,20,15
06-06-2023,A92755465-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A43662951,2023-06-08T10:59:07.570Z,closed,Lorraine Bahringer,47,File Folders,70,5
13-06-2023,A92755465-15357af5-0273-465c-81d2-65777835407e,A43662951,2023-06-08T10:59:07.570Z,closed,Lorraine Bahringer,36,Multifunction Printer,110,12
21-06-2023,A25430956-bb6408d1-d9c3-43b7-b5c4-986239d8c426,A43662951,2023-05-02T14:58:59.839Z,assigned,Laverne Koss,46,Office Desk,40,20
16-07-2023,A25430956-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-05-02T14:58:59.839Z,assigned,Laverne Koss,18,Stapler,60,45
06-07-2023,A25430956-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A43662951,2023-05-02T14:58:59.839Z,assigned,Laverne Koss,10,"30"" Monitor",90,35
14-06-2023,A25430956-fd748d48-699d-4032-848a-e5a710e638df,A43662951,2023-05-02T14:58:59.839Z,assigned,Laverne Koss,57,Paper Shredder,100,13
10-06-2023,A25430956-15357af5-0273-465c-81d2-65777835407e,A43662951,2023-05-02T14:58:59.839Z,assigned,Laverne Koss,51,Multifunction Printer,110,9
09-07-2023,A9034138-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A43662951,2023-06-07T04:20:05.335Z,closed,Taylor Hilll,25,Paper Clips,30,38
09-06-2023,A9034138-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A43662951,2023-06-07T04:20:05.335Z,closed,Taylor Hilll,29,"30"" Monitor",90,8
29-07-2023,A9034138-42d95fcf-a611-4f97-ba88-20e651645b96,A43662951,2023-06-07T04:20:05.335Z,closed,Taylor Hilll,33,Office Chair,50,58
06-06-2023,A9034138-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A43662951,2023-06-07T04:20:05.335Z,closed,Taylor Hilll,22,File Folders,70,5
02-06-2023,A9034138-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A43662951,2023-06-07T04:20:05.335Z,closed,Taylor Hilll,48,A4 Paper,20,1
09-06-2023,A37124728-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-05-02T10:52:33.554Z,closed,Gail Weber,7,Stapler,60,8
04-06-2023,A37124728-15357af5-0273-465c-81d2-65777835407e,A43662951,2023-05-02T10:52:33.554Z,closed,Gail Weber,14,Multifunction Printer,110,3
29-07-2023,A37124728-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A43662951,2023-05-02T10:52:33.554Z,closed,Gail Weber,35,File Folders,70,58
12-07-2023,A4982366-fd748d48-699d-4032-848a-e5a710e638df,A43662951,2023-05-20T12:53:02.814Z,assigned,Gail Weber,10,Paper Shredder,100,41
22-07-2023,A4982366-42d95fcf-a611-4f97-ba88-20e651645b96,A43662951,2023-05-20T12:53:02.814Z,assigned,Gail Weber,32,Office Chair,50,51
06-07-2023,A4982366-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A43662951,2023-05-20T12:53:02.814Z,assigned,Gail Weber,29,"30"" Monitor",90,35
01-06-2023,A4982366-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A43662951,2023-05-20T12:53:02.814Z,assigned,Gail Weber,58,Paper Clips,30,0
08-07-2023,A4982366-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-05-20T12:53:02.814Z,assigned,Gail Weber,32,Stapler,60,37
21-07-2023,A56928545-15357af5-0273-465c-81d2-65777835407e,A43662951,2023-06-08T03:51:40.461Z,closed,Lorraine Bahringer,26,Multifunction Printer,110,50
20-07-2023,A56928545-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-06-08T03:51:40.461Z,closed,Lorraine Bahringer,13,Stapler,60,49
05-07-2023,A56928545-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A43662951,2023-06-08T03:51:40.461Z,closed,Lorraine Bahringer,59,Paper Clips,30,34
08-07-2023,A56928545-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A43662951,2023-06-08T03:51:40.461Z,closed,Lorraine Bahringer,58,A4 Paper,20,37
06-07-2023,A56928545-42d95fcf-a611-4f97-ba88-20e651645b96,A43662951,2023-06-08T03:51:40.461Z,closed,Lorraine Bahringer,17,Office Chair,50,35
18-07-2023,A17218865-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-05-29T09:42:58.150Z,closed,Alfredo Bins,44,Stapler,60,47
10-06-2023,A17218865-fb778d8b-9a3b-4cf2-8e6b-0b33746886f7,A43662951,2023-05-29T09:42:58.150Z,closed,Alfredo Bins,60,"30"" Monitor",90,9
10-06-2023,A24000676-2876d968-98e4-4e20-92a9-4f9d45c3f7d4,A43662951,2023-06-20T02:18:32.441Z,assigned,Latoya Gulgowski,41,A4 Paper,20,9
04-07-2023,A24000676-fc220883-6a6e-4eec-b8a9-d5ea58d43c53,A43662951,2023-06-20T02:18:32.441Z,assigned,Latoya Gulgowski,30,Stapler,60,33
28-06-2023,A24000676-6d3cbc43-887b-4d37-86a7-cc4246dcbdbe,A43662951,2023-06-20T02:18:32.441Z,assigned,Latoya Gulgowski,43,File Folders,70,27
25-07-2023,A24000676-42d95fcf-a611-4f97-ba88-20e651645b96,A43662951,2023-06-20T02:18:32.441Z,assigned,Latoya Gulgowski,37,Office Chair,50,54
07-07-2023,A24000676-c206b101-f8b3-4bbe-a1f4-c674dc3124c8,A43662951,2023-06-20T02:18:32.441Z,assigned,Latoya Gulgowski,15,Paper Clips,30,36
